start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1760659200,1760745600,2025-10-17T00:00:00+00:00,2025-10-18T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,3.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,11576.0,67.0,4096.0,7480.0,7480.0,67.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0
1760745600,1760832000,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,4949.0,7.0,4864.0,85.0,85.0,7.0,4864.0,0.0,0.0,0.0,0.0,0.0,0.0
1760745600,1760832000,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,12.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,14424.0,8662.0,0.0,14424.0,14424.0,8662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760832000,1760918400,2025-10-19T00:00:00+00:00,2025-10-20T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1760918400,1761004800,2025-10-20T00:00:00+00:00,2025-10-21T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761004800,1761091200,2025-10-21T00:00:00+00:00,2025-10-22T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761177600,1761264000,2025-10-23T00:00:00+00:00,2025-10-24T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,4950.0,11.0,0.0,4950.0,4950.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264000,1761350400,2025-10-24T00:00:00+00:00,2025-10-25T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,315.0,user-h9IJExeN175aljtas2eCv0ph,key_q70dU93ewp5jS9Wk,gpt-4o-mini-2024-07-18,False,default,349598.0,60900.0,26240.0,323358.0,323358.0,60900.0,26240.0,0.0,0.0,0.0,0.0,0.0,0.0
1761350400,1761436800,2025-10-25T00:00:00+00:00,2025-10-26T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,21.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4-0613,False,default,124888.0,6395.0,0.0,124888.0,124888.0,6395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761609600,1761696000,2025-10-28T00:00:00+00:00,2025-10-29T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,192.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,1652852.0,73466.0,1493760.0,159092.0,159092.0,73466.0,1493760.0,0.0,0.0,0.0,0.0,0.0,0.0
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1025.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,12628182.0,413098.0,11752704.0,875478.0,875478.0,413098.0,11752704.0,0.0,0.0,0.0,0.0,0.0,0.0
1761782400,1761868800,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,811.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,11293722.0,334679.0,10550656.0,743066.0,743066.0,334679.0,10550656.0,0.0,0.0,0.0,0.0,0.0,0.0
1761868800,1761955200,2025-10-31T00:00:00+00:00,2025-11-01T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1017.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,14048826.0,404800.0,13333248.0,715578.0,715578.0,404800.0,13333248.0,0.0,0.0,0.0,0.0,0.0,0.0
1761955200,1762041600,2025-11-01T00:00:00+00:00,2025-11-02T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,473.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,6607440.0,199843.0,6169472.0,437968.0,437968.0,199843.0,6169472.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,212.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,2988353.0,84617.0,2722816.0,265537.0,265537.0,84617.0,2722816.0,0.0,0.0,0.0,0.0,0.0,0.0
1762128000,1762214400,2025-11-03T00:00:00+00:00,2025-11-04T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,1599.0,21.0,0.0,1599.0,1599.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762128000,1762214400,2025-11-03T00:00:00+00:00,2025-11-04T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,625.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,5893207.0,188547.0,5317120.0,576087.0,576087.0,188547.0,5317120.0,0.0,0.0,0.0,0.0,0.0,0.0
1762214400,1762300800,2025-11-04T00:00:00+00:00,2025-11-05T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1238.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,14503122.0,310843.0,13790720.0,712402.0,712402.0,310843.0,13790720.0,0.0,0.0,0.0,0.0,0.0,0.0
1762300800,1762387200,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,491.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,3530908.0,134958.0,3086336.0,444572.0,444572.0,134958.0,3086336.0,0.0,0.0,0.0,0.0,0.0,0.0
1762387200,1762473600,2025-11-06T00:00:00+00:00,2025-11-07T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,760.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,5615620.0,214025.0,5022464.0,593156.0,593156.0,214025.0,5022464.0,0.0,0.0,0.0,0.0,0.0,0.0
1762473600,1762560000,2025-11-07T00:00:00+00:00,2025-11-08T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,516.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,4075887.0,153647.0,3609088.0,466799.0,466799.0,153647.0,3609088.0,0.0,0.0,0.0,0.0,0.0,0.0
1762560000,1762646400,2025-11-08T00:00:00+00:00,2025-11-09T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,257.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,1999459.0,73658.0,1658880.0,340579.0,340579.0,73658.0,1658880.0,0.0,0.0,0.0,0.0,0.0,0.0
1762646400,1762732800,2025-11-09T00:00:00+00:00,2025-11-10T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,85.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,729986.0,25840.0,560640.0,169346.0,169346.0,25840.0,560640.0,0.0,0.0,0.0,0.0,0.0,0.0
1762732800,1762819200,2025-11-10T00:00:00+00:00,2025-11-11T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1705.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-mini-2024-07-18,False,default,17726185.0,580471.0,15384576.0,2341609.0,2341609.0,580471.0,15384576.0,0.0,0.0,0.0,0.0,0.0,0.0
1762819200,1762905600,2025-11-11T00:00:00+00:00,2025-11-12T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1762905600,1762992000,2025-11-12T00:00:00+00:00,2025-11-13T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1762992000,1763078400,2025-11-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,11.0,1.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762992000,1763078400,2025-11-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,5.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4o-2024-08-06,False,default,16814.0,117.0,2560.0,14254.0,14254.0,117.0,2560.0,0.0,0.0,0.0,0.0,0.0,0.0
1762992000,1763078400,2025-11-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,7834.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4o-mini-2024-07-18,False,default,28502156.0,2117728.0,3827072.0,24675084.0,24675084.0,2117728.0,3827072.0,0.0,0.0,0.0,0.0,0.0,0.0
1762992000,1763078400,2025-11-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,3050.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-5-mini-2025-08-07,False,default,22509300.0,1012449.0,14668928.0,7840372.0,7840372.0,1012449.0,14668928.0,0.0,0.0,0.0,0.0,0.0,0.0
1762992000,1763078400,2025-11-13T00:00:00+00:00,2025-11-14T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,14610.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-5-nano-2025-08-07,False,default,54607821.0,695952.0,39372800.0,15235021.0,15235021.0,695952.0,39372800.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,766.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4.1-nano-2025-04-14,False,default,3361399.0,82562.0,2406656.0,954743.0,954743.0,82562.0,2406656.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,28.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4o-2024-08-06,False,default,90417.0,1761.0,31616.0,58801.0,58801.0,1761.0,31616.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,6446.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4o-mini-2024-07-18,False,default,5860597.0,1564659.0,1787648.0,4072949.0,4072949.0,1564659.0,1787648.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,2112.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-5-mini-2025-08-07,False,default,27139761.0,1090142.0,17820544.0,9319217.0,9319217.0,1090142.0,17820544.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,14078.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-5-nano-2025-08-07,False,default,76088477.0,690696.0,57376896.0,18711581.0,18711581.0,690696.0,57376896.0,0.0,0.0,0.0,0.0,0.0,0.0
1763078400,1763164800,2025-11-14T00:00:00+00:00,2025-11-15T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1.0,user-h9IJExeN175aljtas2eCv0ph,key_bCDid4H7y2sKejPG,gpt-4o-2024-08-06,False,default,1599.0,21.0,0.0,1599.0,1599.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763164800,1763251200,2025-11-15T00:00:00+00:00,2025-11-16T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,4245.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4.1-nano-2025-04-14,False,default,29513346.0,461663.0,23542528.0,5970818.0,5970818.0,461663.0,23542528.0,0.0,0.0,0.0,0.0,0.0,0.0
1763164800,1763251200,2025-11-15T00:00:00+00:00,2025-11-16T00:00:00+00:00,proj_Mjug2xdPyMIJI7TZrFAie6LO,1073.0,user-h9IJExeN175aljtas2eCv0ph,key_kyVV6hjRCnoEO1nN,gpt-4o-mini-2024-07-18,False,default,16897365.0,656763.0,4747136.0,12150229.0,12150229.0,656763.0,4747136.0,0.0,0.0,0.0,0.0,0.0,0.0
